@relation R_data_frame

@attribute V1 {1,2,3,4}
@attribute V2 numeric
@attribute V3 {1,2,3,4,5}
@attribute V4 {1,2,3,4,5,6,7,8,9,10}
@attribute V5 numeric
@attribute V6 {1,2,3,4,5}
@attribute V7 {1,2,3,4,5}
@attribute V8 numeric
@attribute V9 {1,2,3,4}
@attribute V10 {1,2,3}
@attribute V11 numeric
@attribute V12 {1,2,3,4}
@attribute V13 numeric
@attribute V14 {1,2,3}
@attribute V15 {1,2,3}
@attribute V16 numeric
@attribute V17 {1,2,3,4}
@attribute V18 numeric
@attribute V19 {1,2}
@attribute V20 {1,2}
@attribute Class {1,2}

@data
2,7,3,5,2415,1,3,3,3,3,2,1,34,3,2,1,3,1,1,1,1
1,60,4,10,6836,1,5,3,3,1,4,4,63,3,2,2,3,1,2,1,2
2,18,3,10,1913,4,2,3,4,1,3,1,36,1,2,1,3,1,2,1,1
1,24,3,4,4020,1,3,2,3,1,2,3,27,2,2,1,3,1,1,1,1
2,18,3,1,5866,2,3,2,3,1,2,3,30,3,2,2,3,1,2,1,1
4,12,5,10,1264,5,5,4,3,1,4,4,57,3,1,1,2,1,1,1,1
3,12,3,4,1474,1,2,4,2,1,1,2,33,1,2,1,4,1,2,1,1
2,45,5,5,4746,1,2,4,3,1,2,2,25,3,2,2,2,1,1,1,2
4,48,5,8,6110,1,3,1,3,1,3,4,31,1,3,1,3,1,2,1,1
3,18,3,5,2100,1,3,4,3,2,2,1,37,2,2,1,3,1,1,1,2
3,10,3,6,1225,1,3,2,3,1,2,3,37,3,2,1,3,1,2,1,1
2,9,3,5,458,1,3,4,3,1,3,1,24,3,2,1,3,1,1,1,1
4,30,3,5,2333,3,5,4,3,1,2,3,30,1,2,1,4,1,1,1,1
2,12,3,5,1158,3,3,3,1,1,1,3,26,3,2,1,3,1,2,1,1
2,18,4,7,6204,1,3,2,3,1,4,1,44,3,2,1,2,2,2,1,1
1,30,5,2,6187,2,4,1,4,1,4,3,24,3,1,2,3,1,1,1,1
1,48,5,2,6143,1,5,4,2,1,4,4,58,2,3,2,2,1,1,1,2
4,11,5,1,1393,1,2,4,2,1,4,3,35,3,2,2,4,1,1,1,1
4,36,3,5,2299,3,5,4,3,1,4,3,39,3,2,1,3,1,1,1,1
1,6,3,2,1352,3,1,1,2,1,2,2,23,3,1,1,1,1,2,1,1
4,11,5,1,7228,1,3,1,3,1,4,2,39,3,2,2,2,1,1,1,1
4,12,3,5,2073,2,3,4,2,2,2,1,28,3,2,1,3,1,1,1,1
2,24,4,4,2333,5,2,4,3,1,2,2,29,1,2,1,2,1,1,1,1
2,27,4,2,5965,1,5,1,3,1,2,3,30,3,2,2,4,1,2,1,1
4,12,3,5,1262,1,3,3,3,1,2,3,25,3,2,1,3,1,1,1,1
4,18,3,2,3378,5,3,2,3,1,1,2,31,3,2,1,3,1,2,1,1
2,36,4,1,2225,1,5,4,3,1,4,4,57,1,3,2,3,1,2,1,2
4,6,2,1,783,5,3,1,3,3,2,1,26,2,2,1,2,2,1,1,1
2,12,3,5,6468,5,1,2,3,1,1,4,52,3,2,1,4,1,2,1,2
4,36,5,5,9566,1,3,2,2,1,2,3,31,2,2,2,3,1,1,1,1
3,18,3,1,1961,1,5,3,2,1,2,3,23,3,2,1,4,1,1,1,1
1,36,5,4,6229,1,2,4,2,2,4,4,23,3,1,2,2,1,2,1,2
2,9,3,10,1391,1,3,2,4,1,1,1,27,1,2,1,3,1,2,1,1
2,15,5,5,1537,5,5,4,3,3,4,1,50,3,2,2,3,1,2,1,1
2,36,1,10,1953,1,5,4,3,1,4,4,61,3,3,1,4,1,2,1,2
2,48,1,10,14421,1,3,2,3,1,2,3,25,3,2,1,3,1,2,1,2
4,24,3,5,3181,1,2,4,2,1,4,2,26,3,2,1,3,1,2,1,1
4,27,3,7,5190,5,5,4,3,1,4,2,48,3,2,4,3,2,2,1,1
4,12,3,5,2171,1,2,2,2,1,2,3,29,1,2,1,3,1,1,1,1
2,12,3,1,1007,4,3,4,4,1,1,1,22,3,2,1,3,1,1,1,1
4,36,3,8,1819,1,3,4,3,1,4,4,37,2,3,1,3,1,2,1,2
4,36,3,5,2394,5,3,4,2,1,4,3,25,3,2,1,3,1,1,1,1
4,36,3,2,8133,1,3,1,2,1,2,2,30,1,2,1,3,1,1,1,1
4,7,5,5,730,5,5,4,3,1,2,2,46,3,1,2,2,1,2,1,1
1,8,5,3,1164,1,5,3,3,1,4,4,51,1,3,2,4,2,2,1,1
2,42,5,10,5954,1,4,2,2,1,1,1,41,1,2,2,2,1,1,1,1
1,36,3,8,1977,5,5,4,3,1,4,4,40,3,2,1,4,1,2,1,2
1,12,5,2,1526,1,5,4,3,1,4,4,66,3,3,2,4,1,1,1,1
1,42,3,5,3965,1,2,4,3,1,3,3,34,3,2,1,3,1,1,1,2
2,11,4,5,4771,1,4,2,3,1,4,2,51,3,2,1,3,1,1,1,1
4,54,1,2,9436,5,3,2,3,1,2,2,39,3,2,1,2,2,1,1,1
2,30,3,4,3832,1,2,2,4,1,1,2,22,3,2,1,3,1,1,1,1
4,24,3,5,5943,5,2,1,2,1,1,3,44,3,2,2,3,1,2,1,2
4,15,3,5,1213,3,5,4,3,1,3,2,47,2,2,1,3,1,2,1,1
4,18,3,10,1568,2,3,3,2,1,4,2,24,3,1,1,2,1,1,1,1
1,24,3,3,1755,1,5,4,2,3,4,1,58,3,2,1,2,1,2,1,1
1,10,3,5,2315,1,5,3,3,1,4,1,52,3,2,1,2,1,1,1,1
4,12,5,10,1412,1,3,4,2,3,2,1,29,3,2,2,4,1,2,1,1
2,18,5,4,1295,1,2,4,2,1,1,2,27,3,2,2,3,1,1,1,1
2,36,3,8,12612,2,3,1,3,1,4,4,47,3,3,1,3,2,2,1,2
1,18,3,1,2249,2,4,4,3,1,3,3,30,3,2,1,4,2,2,1,1
1,12,1,7,1108,1,4,4,3,1,3,1,28,3,2,2,3,1,1,1,2
4,12,5,5,618,1,5,4,3,1,4,1,56,3,2,1,3,1,1,1,1
1,12,5,2,1409,1,5,4,3,1,3,1,54,3,2,1,3,1,1,1,1
4,12,5,5,797,5,5,4,2,1,3,2,33,1,2,1,2,2,1,1,2
3,24,5,4,3617,5,5,4,3,2,4,4,20,3,1,2,3,1,1,1,1
2,12,3,1,1318,4,5,4,3,1,4,1,54,3,2,1,3,1,2,1,1
2,54,1,10,15945,1,2,3,3,1,4,4,58,3,1,1,3,1,2,1,2
4,12,5,8,2012,5,4,4,2,1,2,3,61,3,2,1,3,1,1,1,1
2,18,3,10,2622,2,3,4,3,1,4,3,34,3,2,1,3,1,1,1,1
2,36,5,5,2337,1,5,4,3,1,4,1,36,3,2,1,3,1,1,1,1
2,20,4,2,7057,5,4,3,3,1,4,2,36,1,1,2,4,2,2,1,1
4,24,3,1,1469,2,5,4,4,1,4,1,41,3,1,1,2,1,1,1,1
2,36,3,5,2323,1,4,4,3,1,4,3,24,3,1,1,3,1,1,1,1
4,6,4,5,932,1,3,3,2,1,2,1,24,3,2,1,3,1,1,1,1
2,9,5,4,1919,1,4,4,3,1,3,3,35,3,1,1,3,1,2,1,1
4,12,3,2,2445,5,2,2,4,1,4,3,26,3,1,1,3,1,2,1,1
2,24,5,3,11938,1,3,2,3,2,3,3,39,3,2,2,4,2,2,1,2
4,18,2,1,6458,1,5,2,3,1,4,4,39,1,2,2,4,2,2,1,2
2,12,3,1,6078,1,4,2,3,1,2,3,32,3,2,1,3,1,1,1,1
1,24,3,4,7721,5,2,1,2,1,2,2,30,3,2,1,3,1,2,2,1
2,14,3,10,1410,3,5,1,4,1,2,1,35,3,2,1,3,1,2,1,1
2,6,4,10,1449,2,5,1,1,1,2,3,31,1,2,2,3,2,1,1,1
3,15,3,8,392,1,2,4,2,1,4,2,23,3,1,1,3,1,2,1,1
2,18,3,1,6260,1,4,3,3,1,3,1,28,3,1,1,2,1,1,1,1
4,36,5,1,7855,1,3,4,2,1,2,1,25,2,2,2,3,1,2,1,2
1,12,3,5,1680,3,5,3,4,1,1,1,35,3,2,1,3,1,1,1,1
4,48,5,5,3578,5,5,4,3,1,1,1,47,3,2,1,3,1,2,1,1
1,42,3,5,7174,5,4,4,2,1,3,3,30,3,2,1,4,1,2,1,2
1,10,5,4,2132,5,2,2,2,2,3,1,27,3,1,2,3,1,1,2,1
1,33,5,4,4281,3,3,1,2,1,4,3,23,3,2,2,3,1,1,1,2
2,12,5,1,2366,3,4,3,1,1,3,3,36,3,2,1,4,1,2,1,1
1,21,3,5,1835,1,3,3,2,1,2,1,25,3,2,2,3,1,2,1,2
4,24,5,2,3868,1,5,4,2,1,2,3,41,3,1,2,4,1,2,1,1
4,12,3,4,1768,1,3,3,3,1,2,1,24,3,1,1,2,1,1,1,1
3,10,5,1,781,1,5,4,3,1,4,4,63,3,3,2,3,1,2,1,1
2,18,3,4,1924,5,2,4,2,1,3,1,27,3,1,1,3,1,1,1,2
1,12,5,1,2121,1,3,4,3,1,2,2,30,3,2,2,3,1,1,1,1
1,12,3,5,701,1,3,4,4,1,2,1,40,3,2,1,2,1,1,1,1
2,12,3,7,639,1,3,4,3,1,2,3,30,3,2,1,3,1,1,1,2
2,12,5,2,1860,1,1,4,3,1,2,3,34,3,2,2,4,1,2,1,1
1,12,5,1,3499,1,3,3,2,2,2,1,29,3,2,2,3,1,1,1,2
2,48,3,1,8487,5,4,1,2,1,2,3,24,3,2,1,3,1,1,1,1
1,36,4,8,6887,1,3,4,3,1,3,2,29,2,2,1,3,1,2,1,2
4,15,3,4,2708,1,2,2,3,1,3,2,27,1,2,2,2,1,1,1,1
4,18,3,4,1984,1,3,4,3,1,4,4,47,1,3,2,3,1,1,1,1
4,60,3,5,10144,2,4,2,2,1,4,1,21,3,2,1,3,1,2,1,1
4,12,5,5,1240,5,5,4,2,1,2,1,38,3,2,2,3,1,2,1,1
4,27,4,2,8613,4,3,2,3,1,2,3,27,3,2,2,3,1,1,1,1
2,12,3,5,766,3,3,4,3,1,3,1,66,3,2,1,2,1,1,1,2
2,15,5,5,2728,5,4,4,3,3,2,1,35,1,2,3,3,1,2,1,1
3,12,3,5,1881,1,3,2,2,1,2,3,44,3,1,1,2,1,2,1,1
3,6,3,1,709,4,2,2,4,1,2,1,27,3,2,1,1,1,1,2,1
2,36,3,5,4795,1,2,4,2,1,1,4,30,3,2,1,4,1,2,1,1
1,27,3,5,3416,1,3,3,3,1,2,3,27,3,2,1,4,1,1,1,1
1,18,3,4,2462,1,3,2,3,1,2,3,22,3,2,1,3,1,1,1,2
4,21,5,4,2288,1,2,4,2,1,4,2,23,3,2,1,3,1,2,1,1
2,48,2,10,3566,2,4,4,3,1,2,3,30,3,2,1,3,1,1,1,1
1,6,5,1,860,1,5,1,2,1,4,4,39,3,2,2,3,1,2,1,1
4,12,5,1,682,2,4,4,2,1,3,3,51,3,2,2,3,1,2,1,1
1,36,5,4,5371,1,3,3,3,3,2,2,28,3,2,2,3,1,1,1,1
4,18,5,5,1582,4,5,4,3,1,4,3,46,3,2,2,3,1,1,1,1
4,6,3,5,1346,2,5,2,3,1,4,4,42,1,3,1,3,2,2,1,1
4,10,3,5,1924,1,3,1,3,1,4,2,38,3,2,1,3,1,2,2,1
3,36,3,5,5848,1,3,4,3,1,1,3,24,3,2,1,3,1,1,1,1
2,24,5,2,7758,4,5,2,2,1,4,4,29,3,1,1,3,1,1,1,1
2,24,4,10,6967,2,4,4,3,1,4,3,36,3,1,1,4,1,2,1,1
1,12,3,4,1282,1,3,2,2,1,4,3,20,3,1,1,3,1,1,1,2
1,9,5,7,1288,2,5,3,3,3,4,1,48,3,2,2,3,2,1,2,1
1,12,2,9,339,1,5,4,4,1,1,3,45,1,2,1,2,1,1,1,1
2,24,3,1,3512,2,4,2,3,1,3,3,38,1,2,2,3,1,2,1,1
4,6,5,5,1898,5,3,1,3,1,2,1,34,3,2,2,2,2,1,1,1
4,24,5,5,2872,2,5,3,3,1,4,1,36,3,2,1,3,2,2,1,1
4,18,5,1,1055,1,2,4,2,1,1,2,30,3,2,2,3,1,1,1,1
4,15,3,6,1262,3,4,4,3,1,3,2,36,3,2,2,3,1,2,1,1
2,10,3,1,7308,1,1,2,3,1,4,4,70,1,3,1,4,1,2,1,1
4,36,3,1,909,3,5,4,3,1,4,2,36,3,2,1,3,1,1,1,1
4,6,3,4,2978,3,3,1,3,1,2,3,32,3,2,1,3,1,2,1,1
1,18,3,4,1131,1,1,4,2,1,2,3,33,3,2,1,3,1,1,1,2
2,11,3,4,1577,4,2,4,2,1,1,1,20,3,2,1,3,1,1,1,1
4,24,3,4,3972,1,4,2,2,1,4,2,25,3,1,1,3,1,2,1,1
2,24,5,10,1935,1,5,4,1,1,4,1,31,3,2,2,3,1,2,1,2
1,15,1,1,950,1,5,4,3,1,3,3,33,3,1,2,3,2,1,1,2
4,12,3,4,763,1,3,4,2,1,1,1,26,3,2,1,3,1,2,1,1
2,24,4,4,2064,1,1,3,2,1,2,2,34,3,2,1,4,1,2,1,2
2,8,3,5,1414,1,3,4,3,3,2,1,33,3,2,1,3,1,1,2,1
1,21,4,8,3414,1,2,2,3,1,1,2,26,3,2,2,3,1,1,1,2
4,30,2,2,7485,5,1,4,2,1,1,1,53,1,2,1,4,1,2,1,2
1,12,3,4,2577,1,3,2,1,1,1,3,42,3,2,1,3,1,1,1,1
1,6,5,5,338,3,5,4,3,1,4,3,52,3,2,2,3,1,1,1,1
4,12,3,5,1963,1,4,4,3,1,2,3,31,3,1,2,4,2,2,1,1
1,21,5,1,571,1,5,4,3,1,4,1,65,3,2,2,3,1,1,1,1
4,36,4,10,9572,1,2,1,1,1,1,3,28,3,2,2,3,1,1,1,2
2,36,4,10,4455,1,3,2,1,1,2,1,30,2,2,2,4,1,2,1,2
1,21,2,1,1647,5,3,4,3,1,2,2,40,3,2,2,2,2,1,1,2
4,24,5,4,3777,4,3,4,3,1,4,1,50,3,2,1,3,1,2,1,1
2,18,5,1,884,1,5,4,3,1,4,3,36,1,2,1,3,2,2,1,2
4,15,5,5,1360,1,3,4,3,1,2,2,31,3,2,2,3,1,1,1,1
2,9,2,2,5129,1,5,2,2,1,4,4,74,1,3,1,4,2,2,1,2
2,16,5,1,1175,1,1,2,3,1,3,3,68,3,3,3,1,1,2,1,1
1,12,3,5,674,2,4,4,4,1,1,2,20,3,2,1,3,1,1,1,2
2,18,1,4,3244,1,3,1,2,1,4,3,33,1,2,2,3,1,2,1,1
4,24,3,10,4591,4,3,2,3,1,3,2,54,3,2,3,4,1,2,1,2
2,48,1,10,3844,2,4,4,3,1,4,4,34,3,3,1,2,2,1,1,2
2,27,3,10,3915,1,3,4,3,1,2,3,36,3,2,1,3,2,2,1,2
4,6,3,5,2108,1,4,2,4,1,2,1,29,3,1,1,3,1,1,1,1
2,45,3,5,3031,2,3,4,3,3,4,2,21,3,1,1,3,1,1,1,2
2,9,5,8,1501,1,5,2,2,1,3,3,34,3,2,2,4,1,2,1,2
4,6,5,5,1382,1,3,1,2,1,1,3,28,3,2,2,3,1,2,1,1
2,12,3,4,951,2,2,4,2,1,4,3,27,1,1,4,3,1,1,1,2
2,24,3,2,2760,5,5,4,3,1,4,4,36,1,3,1,3,1,2,1,1
2,18,4,4,4297,1,5,4,1,1,3,4,40,3,2,1,4,1,2,1,2
4,9,5,8,936,3,5,4,3,1,2,3,52,3,2,2,3,1,2,1,1
1,12,3,1,1168,1,3,4,4,1,3,1,27,3,2,1,2,1,1,1,1
4,27,4,10,5117,1,4,3,3,1,4,3,26,3,2,2,3,1,1,1,1
1,12,3,9,902,1,4,4,4,1,4,2,21,3,1,1,3,1,1,1,2
4,12,5,1,1495,1,5,4,3,1,1,1,38,3,2,2,2,2,1,1,1
1,30,5,2,10623,1,5,3,3,1,4,4,38,3,3,3,4,2,2,1,1
4,12,5,4,1935,1,5,4,3,1,4,1,43,3,2,3,3,1,2,1,1
2,12,5,6,1424,1,4,4,3,1,3,2,26,3,2,1,3,1,1,1,1
1,24,3,10,6568,1,3,2,4,1,2,3,21,2,2,1,2,1,1,1,1
4,12,3,2,1413,4,4,3,3,1,2,2,55,3,2,1,3,1,1,2,1
4,9,5,5,3074,5,3,1,3,1,2,1,33,3,2,2,3,2,1,1,1
4,36,3,5,3835,5,5,2,2,1,4,1,45,3,2,1,2,1,2,1,1
1,27,1,10,5293,1,1,2,3,1,4,2,50,2,2,2,3,1,2,1,2
3,30,4,10,1908,1,5,4,3,1,4,1,66,3,2,1,4,1,2,1,2
4,36,5,5,3342,5,5,4,3,1,2,3,51,3,2,1,3,1,2,1,1
2,6,5,9,932,5,4,1,2,1,3,2,39,3,2,2,2,1,1,1,1
1,18,1,10,3104,1,4,3,3,1,1,2,31,1,2,1,3,1,2,1,1
3,36,3,5,3913,1,3,2,3,1,2,1,23,3,2,1,3,1,2,1,1
1,24,3,4,3021,1,3,2,1,1,2,1,24,3,1,1,2,1,1,1,1
4,10,3,1,1364,1,3,2,2,1,4,3,64,3,2,1,3,1,2,1,1
2,12,3,5,625,1,2,4,4,3,1,1,26,1,2,1,2,1,1,1,1
1,12,3,8,1200,5,3,4,2,1,4,2,23,1,1,1,3,1,2,1,1
4,12,3,5,707,1,3,4,3,1,2,1,30,1,2,2,3,1,1,1,1
4,24,4,10,2978,5,3,4,3,1,4,1,32,3,2,2,3,2,2,1,1
4,15,3,2,4657,1,3,3,3,1,2,3,30,3,2,1,3,1,2,1,1
4,36,1,7,2613,1,3,4,3,1,2,3,27,3,2,2,3,1,1,1,1
2,48,3,5,10961,4,4,1,3,2,2,4,27,1,2,2,3,1,2,1,2
1,12,3,4,7865,1,5,4,3,1,4,4,53,3,3,1,4,1,2,1,2
4,9,3,5,1478,1,4,4,3,1,2,3,22,3,2,1,3,1,1,1,2
1,24,3,4,3149,1,2,4,3,1,1,4,22,1,3,1,3,1,1,1,1
3,36,3,5,4210,1,3,4,3,1,2,3,26,3,2,1,3,1,1,1,2
4,9,3,1,2507,3,5,2,3,1,4,4,51,3,3,1,2,1,1,1,1
4,12,3,5,2141,2,4,3,3,1,1,4,35,3,2,1,3,1,1,1,1
2,18,3,5,866,1,3,4,4,3,2,1,25,3,2,1,2,1,1,1,1
4,4,5,5,1544,1,4,2,3,1,1,1,42,3,2,3,2,2,1,1,1
1,24,3,5,1823,1,1,4,3,1,2,3,30,2,2,1,4,2,1,1,2
2,6,3,1,14555,5,1,1,3,1,2,2,23,3,2,1,1,1,2,1,2
2,21,3,10,2767,2,5,4,1,1,2,3,61,1,1,2,2,1,1,1,2
4,12,5,5,1291,1,3,4,2,1,2,2,35,3,2,2,3,1,1,1,1
1,30,3,5,2522,1,5,1,3,3,3,2,39,3,2,1,3,2,1,1,1
1,24,3,1,915,5,5,4,2,1,2,3,29,1,2,1,3,1,1,1,2
4,6,3,5,1595,1,4,3,3,1,2,2,51,3,2,1,3,2,1,1,1
1,48,1,2,4605,1,5,3,3,1,4,4,24,3,3,2,3,2,1,1,2
4,12,5,10,1185,1,3,3,2,1,2,1,27,3,2,2,3,1,1,1,1
4,12,2,9,3447,3,3,4,2,1,3,1,35,3,2,1,2,2,1,1,1
4,24,3,10,1258,1,4,4,3,1,1,1,25,3,2,1,3,1,2,1,1
4,12,5,5,717,1,5,4,3,1,4,1,52,3,2,3,3,1,1,1,1
4,6,1,1,1204,2,3,4,3,1,1,4,35,1,1,1,3,1,1,2,1
3,24,3,4,1925,1,3,2,3,1,2,1,26,3,2,1,3,1,1,1,1
4,18,3,5,433,1,1,3,2,2,4,1,22,3,1,1,3,1,1,1,2
1,6,5,1,666,4,4,3,2,1,4,1,39,3,2,2,2,1,2,1,1
3,12,3,4,2251,1,3,1,2,1,2,3,46,3,2,1,2,1,1,1,1
2,30,3,1,2150,1,3,4,2,3,2,4,24,1,2,1,3,1,1,1,2
4,24,4,4,4151,2,3,2,3,1,3,2,35,3,2,2,3,1,1,1,1
2,9,3,4,2030,5,4,2,3,1,1,3,24,3,2,1,3,1,2,1,1
2,60,4,5,7418,5,3,1,3,1,1,1,27,3,2,1,2,1,1,1,1
4,24,5,5,2684,1,3,4,3,1,2,1,35,3,2,2,2,1,1,1,1
1,12,2,5,2149,1,3,4,1,1,1,4,29,3,3,1,3,1,1,1,2
4,15,3,2,3812,2,2,1,2,1,4,3,23,3,2,1,3,1,2,1,1
4,11,5,5,1154,2,1,4,2,1,4,1,57,3,2,3,2,1,1,1,1
1,12,3,4,1657,1,3,2,3,1,2,1,27,3,2,1,3,1,1,1,1
1,24,3,5,1603,1,5,4,2,1,4,3,55,3,2,1,3,1,1,1,1
1,18,5,1,5302,1,5,2,3,1,4,4,36,3,3,3,4,1,2,1,1
4,12,5,8,2748,1,5,2,2,1,4,4,57,1,3,3,2,1,1,1,1
4,10,5,1,1231,1,5,3,3,1,4,1,32,3,2,2,2,2,1,2,1
2,15,3,5,802,1,5,4,3,1,3,3,37,3,2,1,3,2,1,1,2
4,36,5,10,6304,5,5,4,3,1,4,1,36,3,2,2,3,1,1,1,1
4,24,3,5,1533,1,2,4,2,1,3,3,38,2,2,1,3,1,2,1,1
1,14,3,1,8978,1,5,1,1,1,4,2,45,3,2,1,4,1,2,2,2
4,24,3,5,999,5,5,4,3,1,2,3,25,3,2,2,3,1,1,1,1
4,18,3,1,2662,5,4,4,3,1,3,2,32,3,2,1,3,1,1,2,1
4,12,5,4,1402,3,4,3,2,1,4,3,37,3,1,1,3,1,2,1,1
2,48,2,1,12169,5,1,4,3,2,4,4,36,3,3,1,4,1,2,1,1
2,48,3,5,3060,1,4,4,3,1,4,1,28,3,2,2,3,1,1,1,2
1,30,3,7,11998,1,2,1,1,1,1,4,34,3,2,1,2,1,2,1,2
4,9,3,5,2697,1,3,1,3,1,2,1,32,3,2,1,3,2,1,1,1
4,18,5,5,2404,1,3,2,2,1,2,3,26,3,2,2,3,1,1,1,1
1,12,3,4,1262,5,5,2,1,1,4,2,49,3,2,1,2,1,2,1,1
4,6,3,4,4611,1,2,1,2,1,4,2,32,3,2,1,3,1,1,1,2
4,24,3,5,1901,2,3,4,3,1,4,3,29,3,1,1,4,1,2,1,1
4,15,5,2,3368,4,5,3,3,1,4,4,23,3,1,2,3,1,2,1,1
4,12,3,4,1574,1,3,4,3,1,2,1,50,3,2,1,3,1,1,1,1
3,18,2,5,1445,5,4,4,3,1,4,3,49,1,2,1,2,1,1,1,1
4,15,5,4,1520,5,5,4,3,1,4,2,63,3,2,1,3,1,1,1,1
2,24,5,1,3878,2,2,4,1,1,2,3,37,3,2,1,3,1,2,1,1
1,47,3,1,10722,1,2,1,2,1,1,1,35,3,2,1,2,1,2,1,1
1,48,3,2,4788,1,4,4,3,1,3,2,26,3,2,1,3,2,1,1,1
2,48,4,3,7582,2,1,2,3,1,4,4,31,3,3,1,4,1,2,1,1
2,12,3,5,1092,1,3,4,2,3,4,1,49,3,2,2,3,1,2,1,1
1,24,4,5,1024,1,2,4,4,1,4,1,48,2,2,1,3,1,1,1,2
4,12,3,10,1076,1,3,2,4,1,2,1,26,3,2,1,3,1,2,2,1
2,36,3,2,9398,1,2,1,4,1,4,3,28,3,1,1,4,1,2,1,2
1,24,5,2,6419,1,5,2,2,1,4,4,44,3,3,2,4,2,2,1,1
3,42,5,2,4796,1,5,4,3,1,4,4,56,3,3,1,3,1,1,1,1
4,48,5,10,7629,5,5,4,1,1,2,3,46,1,2,2,4,2,1,1,1
2,48,3,4,9960,1,2,1,2,1,2,3,26,3,2,1,3,1,2,1,2
4,12,3,2,4675,5,2,1,2,1,4,3,20,3,1,1,3,1,1,1,1
4,10,3,1,1287,5,5,4,3,2,2,2,45,3,2,1,2,1,1,2,1
4,18,3,4,2515,1,3,3,3,1,4,1,43,3,2,1,3,1,2,1,1
2,21,5,4,2745,4,4,3,3,1,2,3,32,3,2,2,3,1,2,1,1
4,6,3,1,672,1,1,1,2,1,4,1,54,3,2,1,1,1,2,1,1
2,36,1,5,3804,1,3,4,2,1,1,3,42,3,2,1,3,1,2,1,2
3,24,5,1,1344,5,4,4,3,1,2,1,37,1,2,2,2,2,1,1,2
1,10,5,1,1038,1,4,4,3,2,3,2,49,3,2,2,3,1,2,1,1
4,48,5,1,10127,3,3,2,3,1,2,4,44,1,3,1,3,1,1,1,2
4,6,3,4,1543,4,3,4,1,1,2,1,33,3,2,1,3,1,1,1,1
4,30,3,2,4811,5,4,2,2,1,4,2,24,2,1,1,2,1,1,1,1
1,12,3,5,727,2,2,4,4,1,3,4,33,3,2,1,2,1,2,1,2
2,8,3,4,1237,1,3,3,2,1,4,1,24,3,2,1,3,1,1,1,2
2,9,3,1,276,1,3,4,4,1,4,1,22,3,1,1,2,1,1,1,1
2,48,3,3,5381,5,1,3,3,1,4,4,40,1,3,1,1,1,2,1,1
